"bill_id","term","session","title","keywords","long_title","summary","commem"
"HB18-1021","2017_2018","2018-RS","Task Force For Youth Experiencing Homelessness","Children & Domestic Matters","Concerning addressing the issue of youth who are experiencing homelessness in Colorado, and, in connection therewith, making an appropriation.","The bill establishes the task force concerning youth who are experiencing homelessness (task force) to study and make recommendations on issues related to the issue of youth experiencing homelessness in Colorado. The membership of the task force is set forth, as well as reporting requirements and a repeal date. The bill makes conforming amendments to correct citations to an earlier relocation of the office of homeless youth services to the department of local affairs. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1022","2017_2018","2018-RS","DOR Department Of Revenue Issue Sales Tax Request For Information","Fiscal Policy & Taxes","Concerning a requirement that the department of revenue issue a request for information for an electronic sales and use tax simplification system.","Sales and Use Tax Simplification Task Force. The bill requires the department of revenue to issue a request for information for an electronic sales and use tax simplification system that the state or any local government that levies a sales or use tax, including a home rule municipality and county, could choose to use that would provide administrative simplification to the state and local sales and use tax system.(Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1023","2017_2018","2018-RS","Relocate Title 12 Marijuana To New Title 44","Liquor, Tobacco, & Marijuana","Concerning the nonsubstantive relocation of laws related to legalized marijuana from title 12, Colorado Revised Statutes, as part of the organizational recodification of title 12.","Committee on Legal Services. Current law directs the office of legislative legal services to study the organizational recodification of title 12 of the Colorado Revised Statutes, which relates to professions and occupations. One recommendation of the study is to relocate laws located in title 12 that are administered by the department of revenue to a new title 44, which will consist solely of laws administered by the department of revenue that regulate a variety of activities. To implement this recommendation, section 1 of the bill creates title 44 and section 2 relocates article 43.3 of title 12, medical marijuana, to a new article 11 in a new title 44, Colorado Revised Statutes; and section 3 of the bill relocates article 43.4 of title 12, retail marijuana, to a new article 12 in a new title 44, Colorado Revised Statutes. Sections 4 through 28 of the bill make conforming amendments, and section 29 repeals the articles where the law was previously codified.(Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1024","2017_2018","2018-RS","Relocate Title 12 Racing to New Title 44","State Government
State Revenue & Budget","Concerning the nonsubstantive relocation of laws related to the regulation of racing from title 12, Colorado Revised Statutes, to a new title 44 as part of the organizational recodification of title 12.","Committee on Legal Services. Current law directs the office of legislative legal services to study the organizational recodification of title 12 of the Colorado Revised Statutes, which relates to professions and occupations. One recommendation of the study is to relocate laws located in title 12 that are administered by the department of revenue to a new title 44, which will consist solely of laws administered by the department of revenue that regulate a variety of activities. To implement this recommendation, section 1 of the bill creates title 44 and section 2 relocates laws related to the regulation of racing from title 12 to the new title. Section 3 repeals the relocated laws from their current location. Sections 4 through 22 make conforming amendments necessitated by the relocation of the laws.(Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1025","2017_2018","2018-RS","Relocate Title 12 Liquor Laws To Title 44","Liquor, Tobacco, & Marijuana","Concerning the nonsubstantive relocation of laws related to the regulation of alcohol beverages from title 12, Colorado Revised Statutes, to a new title 44 as part of the organizational recodification of title 12, and, in connection therewith, making an appropriation.","Committee on Legal Services. Current law directs the office of legislative legal services to study the organizational recodification of title 12 of the Colorado Revised Statutes, which relates to professions and occupations. One recommendation of the study is to relocate laws located in title 12 that are administered by the department of revenue to a new title 44, which will consist solely of laws administered by the department of revenue that regulate a variety of activities. To implement this recommendation, section 1 of the bill creates title 44, section 2 relocates laws related to the regulation of alcohol beverages from title 12 to the new title, and section 3 repeals the relocated laws from their current location. Sections 4 through 25 make conforming amendments. Section 26 appropriates $3,091 for the 2018-19 fiscal year from the liquor enforcement division and state licensing authority cash fund to the department of revenue for use by the liquor and tobacco enforcement division to implement the bill, allocated as follows: (a) $2,400 for personal services; and (b) $691 for operating expenses. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1026","2017_2018","2018-RS","Relocate Title 12 Liquor Division Fund To Title 44","Courts & Judicial
Liquor, Tobacco, & Marijuana
State Government","Concerning the nonsubstantive relocation of the law creating the liquor enforcement division and state licensing authority cash fund from title 24, Colorado Revised Statutes, to a new title 44 as part of the organizational recodification of title 12.","Committee on Legal Services. Current law directs the office of legislative legal services to study the organizational recodification of title 12 of the Colorado Revised Statutes, which relates to professions and occupations. One recommendation of the study is to relocate laws located in title 12 that are administered by the department of revenue, as well as other isolated laws administered by the department of revenue, to a new title 44, which will consist solely of laws administered by the department of revenue that regulate a variety of activities. To implement this recommendation, section 1 of the bill creates title 44 and section 2 relocates a law that creates the liquor enforcement division and state licensing authority cash fund from title 24 to the new title. Section 3 repeals the relocated law from its current location. Sections 4 and 5 make conforming amendments necessitated by the relocation of the law.(Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1027","2017_2018","2018-RS","Relocate Title 24 Lottery To New Title 44","State Government","Concerning the nonsubstantive relocation of laws related to the regulation of the lottery from title 24, Colorado Revised Statutes, to a new title 44 as part of the organizational recodification of title 12.","Committee on Legal Services. Current law directs the office of legislative legal services to study the organizational recodification of title 12 of the Colorado Revised Statutes, which relates to professions and occupations. One recommendation of the study is to relocate laws located in title 24 that are administered by the department of revenue to a new title 44, which will consist solely of laws administered by the department of revenue that regulate a variety of activities. To implement this recommendation, section 1 of the bill creates title 44 and section 2 relocates laws related to the regulation of lottery from title 24 to the new title. Section 3 repeals the relocated laws from their current location. Sections 4 through 16 make conforming amendments necessitated by the relocation of the laws.(Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1028","2017_2018","2018-RS","Attorney General Deceptive Practice Court Order","Courts & Judicial","Concerning clarification of the standard required for applications for a court order to require compliance with investigations of deceptive trade practices.","Under current law, if a person does not cooperate with an investigation by the attorney general or a district attorney regarding a potential deceptive trade practice, the attorney general or district attorney may seek a court order requiring compliance with the investigation. The application for a court order must state why the order is necessary to terminate or prevent a deceptive trade practice. The bill would allow a judge to issue a court order if compliance with an investigation is necessary to investigate a deceptive trade practice. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1029","2017_2018","2018-RS","Lowering Mandatory Parole From 5 Years To 3 Years","Crimes, Corrections, & Enforcement","Concerning lowering the period of mandatory parole from five years to three years for certain felony offenses.","Sentencing in the Criminal Justice System Interim Study Committee. Under current law, the length of a mandatory parole sentence for a class 2 and 3 felony is 5 years. The bill lowers the length of mandatory parole for a class 2 felony if the offense is not a crime of violence and a class 3 felony to 3 years.(Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1030","2017_2018","2018-RS","Prohibit Discrimination Labor Union Participation","Labor & Employment","Concerning the prohibition of discrimination against employees based on labor union participation.","The bill prohibits an employer from requiring any person, as a condition of employment, to become or remain a member of a labor organization or to pay dues, fees, or other assessments to a labor organization or to a charity organization or other third party in lieu of the labor organization. Any agreement that violates these prohibitions or the rights of an employee is void. The bill creates civil and criminal penalties for violations and authorizes the attorney general and the district attorney in each judicial district to investigate alleged violations and take action against a person believed to be in violation. The bill states that all-union agreements are unfair labor practices. (Note: This summary applies to this bill as introduced.)",0
"HB18-1031","2017_2018","2018-RS","Employer Entry FPPA Fire And Police Pension Association Defined Benefit System","State Government","Concerning employer entry into the fire and police pension association defined benefit system.","Police Officers' and Firefighters' Pension Reform Commission. Current law allows an employer that is affiliated with the fire and police pension association (FPPA) and that provides a money purchase plan for its employees to apply to the board of directors of FPPA (board) to cover some or all existing members of the money purchase plan under either the statewide hybrid plan or the statewide defined benefit plan, both of which are part of the defined benefit system. Current law requires the employer to apply to the board separately for each plan. In addition, the employer may apply to cover only existing employees under the statewide hybrid plan or the statewide defined benefit plan. The bill allows an employer that provides a money purchase plan to apply to the board, with a single application, to cover some or all of the existing members of its money purchase plan in the defined benefit system. In addition, the bill allows an employer that provides a money purchase plan to apply to the board to cover all new employees hired on or after a date certain and who are members of the FPPA to participate as a group in either the statewide hybrid plan or the statewide defined benefit plan through the defined benefit system. The bill eliminates certain statutory requirements in connection with an employer's participation in the defined benefit system and instead authorizes the board to determine the terms, process, certifications, and schedules that will govern an employer's participation in the defined benefit system. The bill also repeals the separate application process for entry into the statewide defined benefit plan. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1032","2017_2018","2018-RS","Access Medical Records State Emergency Medical Services Patient Care Database","Public Health","Concerning access to medical records from the department of public health and environment's EMS agency patient care database by health information organization networks.","The bill requires the department of public health and environment to provide individualized patient information from the department's EMS agency patient care database to health information organization networks for any use allowed under the federal 'Health Insurance Portability and Accountability Act of 1996' (HIPAA). By contract with health information organization networks, the department must control access to patient information and limit the use of patient information to only those purposes allowed under HIPAA. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1033","2017_2018","2018-RS","Employee Leave To Participate In Elections","Elections & Redistricting","Concerning the time in which employees are entitled to take leave to participate in elections.","Currently, an employee may take leave for a period of time to vote in an election on the day of the election. The bill allows an employee to take leave to vote, register to vote, obtain a ballot or replacement ballot, or obtain documents or identification necessary to vote or register. For a general, primary, or coordinated election, the bill allows an employee to take the leave one time on any day that polling locations are open. For all other elections, the bill allows the employee to take the leave one time on any day during the 8 days prior to and including the day of the election. An employer may deny a request for leave if the employee has 3 consecutive hours in which he or she is not scheduled to work during the hours the employee is entitled to take the leave. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1034","2017_2018","2018-RS","Career And Technical Education Capital Grant Program","Higher Education","Concerning creation of a grant program for capital costs relating to career and technical education.","The bill creates the career and technical education capital grant program (program) in the department of labor and employment. The state work force development council (state council) will award grants through the program to area technical colleges, school districts, and community colleges to use for equipment, or construction and maintenance of buildings, related to career and technical education. In awarding grants, the state council will prioritize applicants from rural areas of the state and consider each applicant's demonstrated need. For each year in which it awards grants, the state council must publish a report that identifies the grant recipients and how the grant money was used.(Note: This summary applies to this bill as introduced.)",0
"HB18-1035","2017_2018","2018-RS","Increase General Fund Reserve","Fiscal Policy & Taxes","Concerning an increase in the amount of the general fund reserve.","For the fiscal year 2017-18 and each fiscal year thereafter, the general fund reserve required by law is currently equal to 6.5% of the amount appropriated for expenditure from the general fund. The bill increases the general fund reserve to: 7% for the fiscal year 2018-19; 7.5% for the fiscal year 2019-20; and 8% for the fiscal year 2020-21 and each fiscal year thereafter.(Note: This summary applies to this bill as introduced.)",0
"HB18-1036","2017_2018","2018-RS","Reduce Business Personal Property Taxes","Local Government","Concerning the reduction of business personal property taxes.","There is currently an exemption from property tax for business personal property that would otherwise be listed on a single personal property schedule that is equal to $7,400 for the current property tax year cycle. The bill raises the exemption to $50,000 commencing in tax year 2018, and continues to adjust it for inflation for subsequent property tax cycles, so that businesses with personal property under $50,000, or the inflation adjusted amount, would not have to file the business personal property tax forms nor pay the corresponding tax. The bill also raises the value of business personal property that qualifies for an exemption for consumable property from $350, which is the value set by the property tax administrator, to $500. (Note: This summary applies to this bill as introduced.)",0
"HB18-1037","2017_2018","2018-RS","Concealed Handguns On School Grounds","Crimes, Corrections, & Enforcement
Education & School Finance (Pre & K-12)","Concerning allowing concealed handgun permit holders to carry concealed handguns on school grounds.","With certain exceptions, current law limits the authority of a person who holds a valid permit to carry a concealed handgun by prohibiting a permit holder from carrying a concealed handgun on public elementary, middle, junior high, or high school grounds. The bill removes this limitation. (Note: This summary applies to this bill as introduced.)",0
"HB18-1038","2017_2018","2018-RS","Land Surveyors Continuing Education Requirement","Business & Economic Development","Concerning establishing a continuing education requirement for professional land surveyors.","The bill requires the state board of licensure for architects, professional engineers, and professional land surveyors to adopt rules establishing a continuing education requirement to maintain the competency of professional land surveyors. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1039","2017_2018","2018-RS","Change Date Of Regular Special District Elections","Elections & Redistricting","Concerning changing regular special district elections to May of each odd-numbered year, and, in connection therewith, adjusting the length of terms served by directors elected in 2020 and 2022 in order to implement the new election schedule.","Currently, regular special district elections are held on the Tuesday immediately succeeding the first Monday of May in every even-numbered year. Commencing in 2023, the bill moves such elections to the Tuesday following the first Monday of May in odd-numbered years. In order to implement the new date on which regular special district elections will be held, section 4 of the bill provides that the directors elected at the special district elections held in 2020 and 2022 will serve 3-year terms. Section 5 makes a conforming amendment to the 'Rail District Act of 1982', which uses the same election schedule as provided for special district directors.(Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1040","2017_2018","2018-RS","Inmate Treatment Incentive Plans","Crimes, Corrections, & Enforcement","Concerning incentives for provision of sex offender services in the department of corrections.","Legislative Oversight Committee Concerning the Treatment of Persons with Mental Health Disorders in the Criminal and Juvenile Justice Systems. The bill requires the department of corrections to: Monitor the number of inmates who need sex offender treatment or services and the number who are not receiving such treatment or services; Develop an incentive plan to contract for more mental health professionals to provide sex offender treatment or services in difficult-to-serve geographic areas; and Report to the joint budget committee the number of inmates needing treatment or services, the number not receiving the treatment or services, and the impact of the incentive plan.(Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1041","2017_2018","2018-RS","Crime Of Cruelty To Certified Police Working Horse","Crimes, Corrections, & Enforcement","Concerning adding certified police working horses to the crime of cruelty to a service animal or a certified police working dog.","Current law includes a separate crime for cruelty to a service animal or a certified police working dog. The bill adds a definition for 'certified police working horse' to statute and adds certified police working horses to the crime of cruelty to a service animal or a certified police working dog. A person who, in good faith, reports an incident of cruelty to a certified police working horse is granted the same immunity from civil liability that persons have when reporting, in good faith, cruelty to a service animal or a certified police working dog. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1042","2017_2018","2018-RS","Private Interstate Commercial Vehicle Registration","Crimes, Corrections, & Enforcement
Transportation & Motor Vehicles","Concerning the creation of a program to authorize private providers to register commercial vehicles as Class A personal property, and, in connection therewith, making and reducing an appropriation.","Transportation Legislation Review Committee. The bill creates the expedited registration program (program). The program authorizes the department of revenue (department) to promulgate rules authorizing private providers to register interstate commercial vehicles. The provider may collect and retain a convenience fee. The bill requires the program to: Operate efficiently; Result in overall cost savings to the state by providing additional services or by increasing the speed or quality of service; and Register commercial vehicles and collect taxes and fees in compliance with state law. To qualify, a private provider must: Be approved by the department; Use appropriate software approved by the department; and Submit evidence of financial responsibility. The department may deny, suspend, or revoke the authority to be a provider if the provider violates the law, makes a material misstatement in an application, or fails to perform. To implement the bill, annual general appropriation to the department for driver services is decreased by $30,747, $25,471 is appropriated to the department from the licensing services cash fund, and $26,141 is appropriated to the department from the Colorado DRIVES vehicle services account. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1043","2017_2018","2018-RS","Beef Country Of Origin Recognition System","Agriculture
Public Health","Concerning a requirement that a retailer indicate the country of origin of beef sold to the public.","The bill amends the 'Colorado Food and Drug Act' to require a retailer to indicate the country of origin for beef sold to the public. The bill only applies to retailers who sell beef that has not been manufactured, cured, smoked, cooked, or processed. The bill authorizes the department of public health and environment to promulgate rules to implement the bill. (Note: This summary applies to this bill as introduced.)",0
"HB18-1044","2017_2018","2018-RS","Colorado Children's Trust Fund Act","Children & Domestic Matters
Human Services
Public Health","Concerning the ""Colorado Children's Trust Fund Act"".","The bill amends current statutory language in the 'Colorado Children's Trust Fund Act' to place a greater priority on preventing child maltreatment fatalities and continuing to prevent child maltreatment. This includes reducing the occurrence of prenatal drug exposure and drug endangerment and reducing the occurrence of other adverse childhood experiences. The current membership of the Colorado children's trust fund board (board) is increased from 9 members to 21 members, to reflect a broader approach to child maltreatment prevention issues. Duties and powers of the board are expanded to include: Advising and making recommendations to the governor, state agencies, and other entities concerning child maltreatment prevention; Developing strategies and monitoring efforts to decrease incidences of child maltreatment, child maltreatment fatalities, and other adverse childhood experiences; and Monitoring and implementing, as appropriate, the ongoing development and implementation of programs and factors that affect work in the area of childhood maltreatment. The bill expands the accepted uses for grants from the Colorado children's trust fund to include programs working to reduce the incidence of child maltreatment fatalities, child maltreatment, and other adverse childhood experiences. The repeal date for the act is extended from July 1, 2022, to July 1, 2023. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1045","2017_2018","2018-RS","Dental Hygienist Apply Silver Diamine Fluoride","Health Care & Health Insurance","Concerning the application of silver diamine fluoride to dental patients.","The bill allows a dental hygienist to apply silver diamine fluoride under the direct or indirect supervision of a dentist if the dental hygienist: Holds a license in good standing to practice dental hygiene; Completes a course on the use and limitations of silver diamine fluoride; Is covered by professional liability insurance; and Has a collaborative agreement with a dentist that describes the silver diamine fluoride protocols, any restrictions or limitations, and follow-up and referral mechanisms.(Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1046","2017_2018","2018-RS","New Birth Certificate To Reflect Gender Change","Public Health","Concerning the issuance of a new birth certificate with a gender designation that differs from the gender designated on the person's original birth certificate.","Under current law, a person born in Colorado who seeks a new birth certificate from the registrar of vital statistics (state registrar) to reflect a change in gender designation must obtain a court order indicating that the sex of the person has been changed by surgical procedure and ordering that the gender designation on the birth certificate be amended, and the person must obtain a court order with a legal name change. The bill repeals that provision and creates new requirements for the issuance of birth certificates in cases of changes to gender designation or for an intersex individual. The bill requires that the state registrar issue a new birth certificate rather than an amended birth certificate. The bill allows a person who has previously obtained an amended birth certificate under previous versions of the law to apply to receive a new birth certificate. A person is not required to obtain a court order for a legal name change in order to obtain a new birth certificate with a change in gender designation. The courts in this state are given jurisdiction to issue a decree to amend a birth certificate to reflect a change in gender designation for persons born in another state or foreign jurisdiction if the law of such other state or foreign jurisdiction requires a court decree in order to amend a birth certificate to reflect a change in gender designation. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1047","2017_2018","2018-RS","Fair Campaign Practices Act Technical Changes","Elections & Redistricting","Concerning technical modifications to the ""Fair Campaign Practices Act"" to facilitate its administration.","The bill makes technical modifications to the 'Fair Campaign Practices Act' (FCPA) to facilitate its administration. Specifically: Section 1 of the bill excludes from the definition of 'contribution' in the FCPA the payment of legal fees to advise a candidate on compliance with campaign finance law or regulations or to represent a candidate or candidate committee in any action in which the candidate or candidate committee has been named as a defendant. This section also excludes from the definition of 'expenditure' in the FCPA legal services paid to defend a candidate or candidate committee against any action brought to enforce the campaign finance provisions of the state constitution or the FCPA. Sections 2, 4, and 8 modify various existing statutory provisions to reflect distinctions among different types of committees or other entities. Section 4 also allows a disbursement that is not otherwise defined as an expenditure to be reported to the appropriate officer. Sections 3 and 4 eliminate unnecessary, overly burdensome, and potentially unconstitutional double reporting of certain campaign contributions. Sections 4 and 5 clean up and correct errors that resulted from campaign finance legislation adopted during the 2016 regular session. Section 5 also removes certain paper-filing provisions that are rendered obsolete by electronic filing. Further, section 5 permits the secretary of state to give notice of certain campaign finance reporting deficiencies by regular mail if an e-mail address is not known. Sections 6 and 7 clarify procedures to be followed in connection with a person's failure to file a candidate affidavit or disclosure statement and the investigation of campaign finance violations. Section 7 also allows the parties in a campaign finance enforcement action in which attorney fees and costs have been awarded to apply to the district court to convert an award of fees and costs into a district court judgment. Section 7 also allows the secretary of state to intervene in any action pending before the administrative courts or the court of appeals that is brought to enforce the campaign finance provisions of the state constitution or the FCPA. Section 9 allows the secretary of state discretion in deciding whether to forward to the state controller the collections of past-due debts resulting from campaign finance violations.(Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1048","2017_2018","2018-RS","Fort Lewis College Spending Hesperus Account","Higher Education","Concerning the expenditure of money from the Hesperus account by the board of trustees of Fort Lewis college.","Current law requires the general assembly to make an appropriation from the 'Hesperus account' (account), which comprises the proceeds of or income from the property formerly known as the 'Fort Lewis school', to the board of trustees for Fort Lewis college prior to spending. The bill eliminates the requirement that spending from the account is subject to an appropriation by the general assembly. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1049","2017_2018","2018-RS","DHS Department of Human Services Authority To Lease Grand Junction Regional Center","Capital Construction
Human Services","Concerning the department of human services' authority to continue to lease portions of the Grand Junction regional center campus to third-party behavioral health providers.","The department of human services currently leases portions of the Grand Junction regional center campus to third-party behavioral health providers. The bill authorizes the department to continue such leases until June 30, 2020, and each party to such lease may terminate the lease early provided that the terminating party provide the other party with 90 days notice before vacating the property or requiring the property to be vacated. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1050","2017_2018","2018-RS","Competency To Proceed Juvenile Justice System","Children & Domestic Matters
Courts & Judicial","Concerning competency to proceed for juveniles involved in the juvenile justice system.","Legislative Oversight Committee Concerning the Treatment of Persons with Mental Health Disorders in the Criminal and Juvenile Justice Systems. The bill establishes a juvenile-specific definition of 'competent to proceed' and 'incompetent to proceed' for juveniles involved in the juvenile justice system, as well as specific definitions for 'developmental disability', 'mental capacity', and 'mental disability' when used in this context. The bill clarifies the procedures for establishing incompetency, as well as for establishing the restoration of competency.(Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1051","2017_2018","2018-RS","Statutory Provisions Extinguish Unattended Fires","Local Government","Concerning statutory provisions enacted to promote the extinguishment of unattended fires.","Wildfire Matters Review Committee. Section 1 of the bill states that any person who starts or maintains a campfire commits the offense of leaving a campfire unattended if he or she knowingly or recklessly: Fails to reasonably attend the campfire at all times; or Fails to thoroughly extinguish the campfire before leaving the site. A person who commits the offense of leaving a campfire unattended commits a class 2 petty offense and, upon conviction of the offense, is punished by a fine of $50. A person who commits the offense of leaving a campfire unattended where the campfire is located in a forested or grassland area commits a class 3 misdemeanor and, upon conviction of the offense, is punished by a minimum sentence of a $50 fine up to a maximum sentence of 6 months imprisonment or a $750 fine, or both. This section also deletes existing statutory provisions requiring a county to post notices concerning unattended campfires. With respect to a fire on any property under the control of the division of parks and wildlife, section 2 makes it unlawful for any person to start or maintain a fire if he or she knowingly or recklessly fails to reasonably attend the fire at all times or fails to thoroughly extinguish the fire before leaving the site. Any person who violates this section of the bill is guilty of a class 3 misdemeanor and, upon conviction thereof, is punished by a minimum sentence of a $50 fine up to a maximum sentence of 6 months imprisonment or a $750 dollar fine, or both. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1052","2017_2018","2018-RS","Exception To 2-year Higher Education Service Areas","Higher Education","Concerning local education providers' receipt of concurrent enrollment courses from a two-year institution of higher education outside of the institution's approved service area when the institution approved to serve the local education provider declines to provide concurrent enrollment courses.","Under current law, a 2-year institution of higher education may provide a concurrent enrollment program or course to local education providers that are located within the institution's college service area approved by the Colorado commission on higher education (commission). The bill requires the commission to establish a policy that allows a 2-year institution of higher education to provide a concurrent enrollment program or course to a local education provider that is not within its college service area if the designated 2-year institution of higher education chooses not to provide a concurrent enrollment program or course requested by the local education provider. The bill specifies how concurrent enrollment programs or courses provided by a 2-year institution outside of its service area will be funded and clarifies that the bill does not affect provisions in article 35 of title 22, Colorado Revised Statutes, relating to the tuition rate paid for concurrent enrollment programs or courses. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1053","2017_2018","2018-RS","Reclaimed Water Use For Marijuana Cultivation","Public Health
Water","Concerning the allowable uses of reclaimed domestic wastewater, and, in connection therewith, allowing reclaimed domestic wastewater to be used for marijuana cultivation.","Water Resources Review Committee. The bill codifies rules promulgated by the water quality control commission of the Colorado department of public health and environment concerning allowable uses of reclaimed domestic wastewater, which is wastewater that has been treated for subsequent reuses other than drinking water. Section 3 of the bill defines 3 categories of water quality standards for reclaimed domestic wastewater, sets forth the allowable uses for each water quality standard category, and adds marijuana cultivation as an allowable use for reclaimed domestic wastewater. Section 3 also authorizes the commission to establish new categories of water quality standards and to recategorize any use of reclaimed domestic wastewater to a less stringent category of water quality standard. The commission may develop more stringent standards by rule if it determines that existing standards and categories are not protective of public health and identifies a specific health risk posed by the use of reclaimed domestic wastewater under the existing standards. Section 3 also authorizes the water quality control division, after conducting a public stakeholders' process, to develop policy, guidance, or best management practices for use of reclaimed domestic wastewater. Finally, section 3 authorizes the division of administration in the department of public health and environment to grant variances for uses of reclaimed domestic wastewater. Sections 1, 2, and 4 make conforming amendments.(Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
"HB18-1054","2017_2018","2018-RS","Affordable Housing Plastic Shopping Bag Tax","Fiscal Policy & Taxes","Concerning an increase in funding for affordable housing through a tax on plastic shopping bags.","Contingent on prior voter approval, if a store that meets certain criteria provides any plastic shopping bags to a customer, then the store is required to collect a tax of 25 cents from the customer. The tax is the same regardless of the number of bags provided as part of a transaction, but does not apply if the customer is enrolled in the federal supplemental nutrition assistance program. The store is required to remit the tax revenue to the department of revenue (department) after keeping 1% of the taxes to cover the store's collection and remittance expenses. The department may require a store to make returns and payments electronically. To comply with the Taxpayer's Bill of Rights (TABOR), a ballot issue about the plastic shopping bag tax is referred to the voters at the November 2018 election. If the voters reject the tax, then the entire article containing the tax is repealed. If the voters approve the tax, then the tax will be imposed beginning January 1, 2019. The tax revenue is deposited in the general fund via the old age pension fund. Then, an amount equal to the department's administrative expenses is transferred to the newly created plastic shopping bag tax administration cash fund and the remainder of the tax revenue is deposited in the housing development grant fund. The division of housing in the department of local affairs is required to use the money in the housing development grant fund for the existing purposes of the fund, which is to improve, preserve, or expand the supply of affordable housing in Colorado. (Note: This summary applies to this bill as introduced.)",0
"HB18-1055","2017_2018","2018-RS","Increase Surcharge For Court Security Cash Fund","Courts & Judicial","Concerning increasing a certain surcharge on court fees, and, in connection therewith, awarding the amount of the increase to each court that collects a fee upon which the surcharge is assessed.","Under current law, courts collect a $5 surcharge on certain court fees, and the surcharge is credited to the court security cash fund. The surcharge is imposed on: Docket fees and jury fees for specified civil actions; Docket fees for criminal convictions; Filing fees for specified probate filings; Docket fees for specified special proceeding filings; Fees for specified filings in water matters; and Docket fees for specified traffic infraction penalties. The bill increases the surcharge to $10, thereby increasing each of these fees by $5. On and after the effective date of the bill, for each $10 surcharge credited to the fund, the state court administrator shall award $5 to the court that collected the fee upon which the surcharge was assessed. (Note: This summary applies to this bill as introduced.)",0
"HB18-1056","2017_2018","2018-RS","FPPA Fire And Police Pension Association Statewide Standard Health History Form","State Government","Concerning the statewide standard health history form that members of the fire and police pension association complete when commencing employment.","Police Officers' and Firefighters' Pension Reform Commission. Every member of the fire and police pension association (FPPA), at the commencement of employment, is required to complete a health history on a statewide standard health history form (form). The purpose of the form is to notify FPPA of a member's health history as it exists at the commencement of employment. The employer of a member can be liable for the total payment of disability and survivor benefits that may be awarded to the member if, in addition to other factors, the employer did not file the form with the FPPA. The bill clarifies several aspects of the form. Specifically, the bill: Specifies that all newly hired members are required to fill out the form; Clarifies that the employer must require newly hired members to complete and file the form; Authorizes the board of directors of the FPPA to adopt an electronic format for the completion and filing of the form; and Specifies that any member who omits or conceals, rather than fraudulently conceals, a material fact concerning his or her health history on the form may be disqualified from receiving disability or survivor benefits.(Note: This summary applies to this bill as introduced.)",0
"HB18-1057","2017_2018","2018-RS","Disclosure Of Information For Asset Recovery","Courts & Judicial
Labor & Employment","Concerning the collection of debts, and, in connection therewith, allowing collection agents to add certain expenses to amounts due for collection.","The bill allows a private collection agency or privately retained attorney collecting on any debt arising from past-due orders, obligations, fines, or fees due to the state, or to any political subdivision within the state, to add to the amount due that has been placed for collection all fees, costs, and costs of collection, including designated contractual attorney fees and costs that are awarded by a court of competent jurisdiction. Exclusive of the accrual of interest and court costs, any fees, costs, and costs of collection may not exceed 18% in the aggregate unless additional reasonable attorney fees are awarded by a court of competent jurisdiction. Under current law, the department of personnel may add a collection fee to the amount of a debt's principal and accruing interest referred to the state controller except where other specific statutory authority, requirements under federal programs, or written agreement with the debtor provide otherwise. The collection fee may include a fee to recover the collection costs incurred by either the controller, private counsel, or private collection agencies, but in no case shall the aggregate fee for the controller or private collection agencies exceed 21%. The bill lowers this limit to 18%. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",0
